#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B3D361
#Date Time: 2023-05-05 13:44:38.142
#Sample rate: 1600Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Falling Level: 100 mV Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: 0 V Attenuation: 1 X Sample Mode: Average
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Pulse
#Frequency: 1 Hz
#Period: 1 s
#Amplitude: 1.8 V
#Offset: 0 V
#Symmetry: 10 %
#Phase: 90 °
#Wavegen Channel 2: Running
#Mode: Simple
#Type: Pulse
#Frequency: 1 Hz
#Period: 1 s
#Amplitude: 1.8 V
#Offset: 0 V
#Symmetry: 50 %
#Phase: 180 °

Time (s),Channel 1 (V)
4.355715049928673,-0.006966292701083852
4.356340049928673,-0.003596547588473681
4.356965049928673,-0.004270496610993877
4.357590049928673,-0.003596547588472762
4.358215049928673,-0.003596547588472149
4.358840049928673,-0.003596547588472149
4.359465049928673,-0.003596547588472149
4.360090049928673,-0.003259573077211285
4.360715049928674,-0.003596547588471996
4.361340049928673,-0.003259573077211438
4.361965049928673,-0.003259573077211285
4.362590049928674,-0.002922598565949808
4.363215049928673,-0.001574700520907579
4.363840049928673,0.003142942636745129
4.364465049928674,-0.002248649543429306
4.365090049928673,-0.002922598565950421
4.365715049928673,-0.002585624054689404
4.366340049928674,-0.002248649543429
4.366965049928673,-0.002585624054689557
4.367590049928673,-0.002248649543429
4.368215049928674,-0.002585624054689557
4.368840049928673,-0.002585624054689557
4.369465049928673,-0.002585624054689557
4.370090049928674,-0.002585624054689864
4.370715049928673,-0.002922598565950421
4.371340049928673,-0.002922598565950421
4.371965049928673,-0.007640241723600371
4.372590049928673,-0.004944445633515605
4.373215049928673,-0.004270496610994491
4.373840049928673,-0.003933522099733014
4.374465049928673,-0.003596547588472149
4.375090049928673,-0.003596547588472149
4.375715049928673,-0.003596547588472149
4.376340049928674,-0.003596547588472149
4.376965049928673,-0.003596547588472149
4.377590049928673,-0.003596547588472149
4.378215049928674,-0.003259573077211285
4.378840049928673,-0.003259573077211285
4.379465049928673,-0.002922598565950421
4.380090049928674,0.001121095569180559
4.380715049928673,0.001795044591701674
4.381340049928673,-0.003596547588471842
4.381965049928674,-0.002922598565950115
4.382590049928673,-0.002585624054689557
4.383215049928673,-0.002585624054689557
4.383840049928674,-0.002585624054689557
4.384465049928673,-0.002585624054689557
4.385090049928673,-0.002585624054689557
4.385715049928674,-0.002585624054689557
4.386340049928673,-0.002585624054689557
4.386965049928673,-0.002585624054689557
4.387590049928673,-0.002922598565950268
4.388215049928673,-0.003596547588472149
4.388840049928673,-0.008651165257380512
4.389465049928673,-0.003933522099733014
4.390090049928673,-0.004607471122254435
4.390715049928673,-0.00393352209973332
4.391340049928673,-0.003596547588472149
4.391965049928674,-0.003596547588472149
4.392590049928673,-0.003596547588472149
4.393215049928673,-0.003596547588472149
4.393840049928674,-0.003596547588471996
4.394465049928673,-0.003259573077211438
4.395090049928673,-0.003596547588472149
4.395715049928674,-0.002922598565950115
4.396340049928673,-0.002585624054689557
4.396965049928673,0.002805968125482886
4.397590049928674,-0.0002268024758665747
4.398215049928673,-0.003596547588472149
4.398840049928673,-0.002585624054690477
4.399465049928674,-0.002585624054689557
4.400090049928673,-0.002585624054689557
4.400715049928673,-0.002585624054689557
4.401340049928674,-0.002585624054689557
4.401965049928673,-0.002585624054689557
4.402590049928673,-0.002922598565950115
4.403215049928673,-0.002922598565950421
4.403840049928673,-0.002922598565950421
4.404465049928673,-0.003259573077210978
4.405090049928673,-0.005955369167298196
4.405715049928673,-0.006966292701079255
4.406340049928673,-0.003596547588473681
4.406965049928673,-0.004607471122254741
4.407590049928674,-0.00393352209973286
4.408215049928673,-0.003596547588472302
4.408840049928673,-0.003596547588472149
4.409465049928674,-0.003596547588471996
4.410090049928673,-0.003259573077211438
4.410715049928673,-0.003259573077211285
4.411340049928674,-0.003259573077211285
4.411965049928673,-0.003259573077211285
4.412590049928673,-0.002922598565949808
4.413215049928674,-0.001574700520902368
4.413840049928673,0.003479917148005993
4.414465049928673,-0.002585624054684041
4.415090049928674,-0.002922598565950115
4.415715049928673,-0.002585624054689557
4.416340049928673,-0.002585624054689557
4.416965049928674,-0.002585624054689251
4.417590049928673,-0.002248649543428694
4.418215049928673,-0.002585624054689251
4.418840049928673,-0.002585624054689557
4.419465049928673,-0.002922598565950421
4.420090049928673,-0.002585624054689864
4.420715049928673,-0.002922598565950421
4.421340049928673,-0.003259573077213277
4.421965049928673,-0.007640241723600524
4.422590049928673,-0.004944445633515605
4.423215049928674,-0.004607471122254588
4.423840049928673,-0.004270496610994031
4.424465049928673,-0.003933522099733014
4.425090049928674,-0.003596547588472149
4.425715049928673,-0.003596547588472149
4.426340049928673,-0.003596547588472149
4.426965049928674,-0.003596547588471842
4.427590049928673,-0.003259573077211285
4.428215049928673,-0.003259573077211132
4.428840049928674,-0.002922598565950421
4.429465049928673,-0.002922598565950421
4.430090049928673,0.001458070080436826
