#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B3D361
#Date Time: 2023-05-05 14:17:05.468
#Sample rate: 1600Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Falling Level: 100 mV Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: 0 V Attenuation: 1 X Sample Mode: Average
#Channel 2: Range: 500 mV/div Offset: 0 V Attenuation: 1 X Sample Mode: Average
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Pulse
#Frequency: 1 Hz
#Period: 1 s
#Amplitude: 1.8 V
#Offset: 0 V
#Symmetry: 10 %
#Phase: 90 °
#Wavegen Channel 2: Running
#Mode: Simple
#Type: Pulse
#Frequency: 1 Hz
#Period: 1 s
#Amplitude: 1.8 V
#Offset: 0 V
#Symmetry: 50 %
#Phase: 180 °

Time (s),Channel 1 (V),Channel 2 (V)
2.371342995169082,-0.003259573077211285,0.0009476293652403759
2.371967995169082,-0.005281420144776469,-0.002078250616785258
2.372592995169082,-0.003933522099731634,0.0002752115914587364
2.373217995169082,-0.0009007514983852378,0.004309718234157747
2.373842995169082,0.001795044591701674,0.009352851537533803
2.374467995169081,0.005838738726830201,0.01540461150158232
2.375092995169082,-0.002585624054689557,0.001956256025915587
2.375717995169082,-0.003259573077211285,0.0009476293652403759
2.376342995169082,-0.002922598565950421,0.0009476293652403759
2.376967995169082,-0.003259573077211438,0.0006114204783484859
2.377592995169082,-0.003596547588472149,0.0002752115914569017
2.378217995169082,-0.003933522099733014,-0.001069623956110047
2.378842995169081,-0.003596547588472302,-6.099729543529398e-05
2.379467995169082,-0.003596547588472149,-0.0003972061823265725
2.380092995169082,-0.003596547588472149,-0.0003972061823265725
2.380717995169082,-0.003933522099733014,-0.001069623956110047
2.381342995169081,-0.003933522099733014,-0.0007334150692184624
2.381967995169082,-0.004270496610993877,-0.001405832843001784
2.382592995169082,-0.0096620887911677,-0.01014726390218695
2.383217995169082,-0.004270496610993877,-0.001405832843001784
2.383842995169082,-0.004944445633515145,-0.002078250616784646
2.384467995169082,-0.003933522099733014,-0.0007334150692183095
2.385092995169082,-0.003596547588472149,0.0002752115914569017
2.385717995169081,-0.005281420144775703,-0.002078250616784187
2.386342995169082,-0.004270496610993877,0.0002752115914569017
2.386967995169082,-0.004270496610993877,-0.0003972061823265725
2.387592995169082,-0.003933522099733014,0.0002752115914569017
2.388217995169082,-0.003259573077212817,0.0009476293652380826
2.388842995169082,-0.006629318189819924,-0.004095503938135681
2.389467995169082,-0.001574700520906966,0.003637300460374273
2.390092995169081,-0.0009007514983855443,0.004309718234157441
2.390717995169082,0.004153866170527721,0.01305114929334291
2.391342995169082,0.003479917148005993,0.01137010485888422
2.391967995169082,-0.003259573077211285,0.0006114204783486388
2.392592995169082,-0.003259573077211285,0.000947629365240223
2.393217995169082,-0.003259573077211285,0.0006114204783486388
2.393842995169082,-0.004270496610993877,-0.001069623956110047
2.394467995169081,-0.003933522099733167,-0.0007334150692184624
2.395092995169082,-0.003596547588472149,-0.0003972061823264196
2.395717995169082,-0.003596547588472149,-6.099729543483537e-05
2.396342995169082,-0.003596547588472149,-0.0003972061823265725
2.396967995169081,-0.003596547588472149,-0.0003972061823265725
2.397592995169082,-0.003933522099733014,-0.001405832843001784
2.398217995169082,-0.003933522099733014,-0.0007334150692183095
2.398842995169082,-0.00629234367855906,-0.004431712825027417
2.399467995169082,-0.00730326721234012,-0.006112757259483657
2.400092995169082,-0.003933522099733014,-0.0007334150692183095
2.400717995169082,-0.004607471122254741,-0.001405832843001784
2.401342995169081,-0.00393352209973332,-0.0003972061823270311
2.401967995169082,-0.004270496610993877,-0.0007334150692183095
2.402592995169082,-0.004944445633515605,-0.001405832843001784
2.403217995169082,-0.003596547588472149,0.0006114204783486388
2.403842995169082,-0.004607471122254281,-0.0007334150692175451
2.404467995169082,-0.003596547588472149,0.0009476293652403759
2.405092995169082,-0.004270496610993877,-6.099729543483537e-05
2.405717995169081,-0.006292343678558141,-0.003086877277459093
2.406342995169082,-0.0005637769871243739,0.00498213600794122
2.406967995169082,-0.0005637769871243739,0.00498213600794122
2.407592995169082,0.006849662260614633,0.01708565593604375
2.408217995169082,-0.0002268024758648891,0.005318344894830817
2.408842995169082,-0.003259573077211285,0.0006114204783486388
2.409467995169082,-0.002922598565950421,0.0009476293652403759
2.410092995169081,-0.003259573077211132,0.0006114204783487917
2.410717995169082,-0.003259573077211592,0.000275211591456443
2.411342995169082,-0.003933522099733014,-0.0007334150692183095
2.411967995169082,-0.003596547588472149,-0.0003972061823265725
2.412592995169081,-0.003596547588472149,-0.0003972061823265725
2.413217995169082,-0.003596547588472149,-0.0003972061823265725
2.413842995169082,-0.003933522099733014,-0.0007334150692183095
2.414467995169082,-0.003933522099733014,-0.001069623956110047
2.415092995169082,-0.003933522099735006,-0.0007334150692215202
2.415717995169082,-0.008314190746124245,-0.007793801693944788
2.416342995169082,-0.005955369167298196,-0.003423086164352206
2.416967995169081,-0.004944445633516065,-0.002078250616785869
2.417592995169082,-0.004270496610993877,-0.001069623956110047
2.418217995169082,-0.003933522099733014,-6.099729543483537e-05
2.418842995169082,-0.003596547588472149,0.0006114204783486388
2.419467995169082,-0.003596547588472609,0.0006114204783480272
2.420092995169082,-0.004607471122254741,-0.0007334150692183095
2.420717995169082,-0.004607471122254741,-0.001069623956110047
2.421342995169081,-0.003596547588472609,0.0009476293652394586
2.421967995169082,-0.005618394656037333,-0.002750668390568732
2.422592995169082,-0.004607471122254741,-0.0007334150692183095
2.423217995169082,-0.0009007514983852378,0.004645927121049484
2.423842995169082,0.001458070080442955,0.008680433763753539
2.424467995169082,0.006175713238092904,0.01574082038847681
2.425092995169082,-0.002585624054689557,0.001956256025915587
2.425717995169081,-0.003259573077210978,0.0009476293652408345
2.426342995169082,-0.003259573077211285,0.000947629365240223
2.426967995169082,-0.003259573077211285,0.0006114204783486388
2.427592995169082,-0.003259573077211285,0.0002752115914569017
2.428217995169081,-0.003933522099732707,-0.0007334150692178509
2.428842995169082,-0.003596547588472149,-6.099729543483537e-05
2.429467995169082,-0.003596547588472149,-6.099729543483537e-05
2.430092995169082,-0.003596547588472149,-6.099729543483537e-05
2.430717995169082,-0.003933522099733014,-0.001069623956109894
2.431342995169082,-0.003933522099733014,-0.0007334150692183095
2.431967995169082,-0.004270496610993877,-0.001069623956110047
2.432592995169081,-0.009662088791165247,-0.009811055015291236
2.433217995169082,-0.004607471122254741,-0.001405832843001784
2.433842995169082,-0.004944445633515605,-0.001742041729893521
2.434467995169082,-0.004270496610993877,-0.0003972061823265725
2.435092995169082,-0.004270496610994031,-0.0007334150692184624
2.435717995169082,-0.004607471122254741,-0.001069623956110047
2.436342995169082,-0.004270496610993877,0.0002752115914569017
2.436967995169081,-0.004270496610993877,-0.0003972061823262667
2.437592995169082,-0.003933522099733014,0.0002752115914569017
2.438217995169082,-0.003259573077211285,0.001283838252132113
2.438842995169082,-0.006966292701080788,-0.004095503938135681
2.439467995169082,-0.001574700520906812,0.003973509347266316
2.440092995169082,-0.001237726009646102,0.004645927121049484
2.440717995169082,0.003816891659266857,0.01271494040645117
2.441342995169081,0.003816891659266857,0.012042522632668
2.441967995169082,-0.003259573077211285,0.0006114204783489445
2.442592995169082,-0.003259573077211285,0.001283838252132113
2.443217995169082,-0.003259573077211285,0.0006114204783486388
2.443842995169081,-0.004270496610993418,-0.000733415069217698
2.444467995169082,-0.004944445633515605,-0.002078250616785258
2.445092995169082,-0.003933522099733014,-0.001069623956110047
2.445717995169082,-0.004270496610993877,-0.001069623956110047
2.446342995169082,-0.003933522099733473,-0.0003972061823273369
2.446967995169082,-0.004944445633515605,-0.002078250616785258
2.447592995169082,-0.005281420144776469,-0.003086877277460469
2.448217995169081,-0.001574700520908651,0.002628673799696461
2.448842995169082,-0.004270496610993877,-0.001742041729893521
2.449467995169082,-0.007303267212341653,-0.006112757259486103
2.450092995169082,-0.003933522099733014,-0.0003972061823265725
2.450717995169082,-0.004607471122254588,-0.001069623956109588
2.451342995169082,-0.004270496610993877,-6.099729543483537e-05
2.451967995169082,-0.004270496610993877,-0.0003972061823265725
2.452592995169081,-0.004944445633515299,-0.001069623956109741
2.453217995169082,-0.003933522099733014,0.0009476293652403759
2.453842995169082,-0.004607471122254741,-0.0007334150692183095
2.454467995169082,-0.003596547588472149,0.0009476293652403759
2.455092995169082,-0.003933522099734239,0.0002752115914552199
2.455717995169082,-0.006629318189819924,-0.003423086164352206
2.456342995169082,-0.0005637769871243739,0.00498213600794122
2.456967995169081,-0.0009007514983850845,0.00498213600794122
2.457592995169082,0.006512687749350856,0.01674944704914728
2.458217995169082,0.000110172035397354,0.00632697155550817
2.458842995169082,-0.003259573077211285,0.0009476293652403759
2.459467995169081,-0.002922598565950574,0.00128383825213196
2.460092995169082,-0.002922598565950421,0.0009476293652403759
2.460717995169082,-0.003596547588472149,0.0002752115914569017
2.461342995169082,-0.003933522099733014,-0.0007334150692183095
2.461967995169082,-0.003933522099733014,-0.0003972061823265725
2.462592995169082,-0.003933522099733014,-0.0003972061823265725
2.463217995169082,-0.003933522099733014,-0.0007334150692183095
2.463842995169081,-0.006966292701079409,-0.005776548372592073
2.464467995169082,-0.004944445633515605,-0.002078250616785258
2.465092995169082,-0.001911675032167829,0.002292464912807324
2.465717995169082,-0.00629234367855906,-0.004767921711919154
2.466342995169082,-0.005955369167297583,-0.003423086164351136
2.466967995169082,-0.004607471122254741,-0.001069623956110047
2.467592995169082,-0.004607471122254741,-0.001405832843001784
2.468217995169081,-0.003596547588472609,0.0002752115914561374
2.468842995169082,-0.003596547588472149,0.0006114204783486388
2.469467995169082,-0.003259573077211285,0.00162004713902385
2.470092995169082,-0.003259573077211285,0.00162004713902385
2.470717995169082,-0.003259573077211285,0.001283838252132266
2.471342995169082,-0.003259573077211285,0.00162004713902385
2.471967995169082,-0.002922598565950421,0.00162004713902385
2.472592995169081,-0.002585624054689711,0.002628673799698602
2.473217995169082,-0.002922598565950728,0.001956256025915282
2.473842995169082,-0.003596547588472149,0.001283838252132113
2.474467995169082,0.00583873872683204,0.01506840261469333
2.475092995169081,-0.002922598565946437,0.001620047139029966
2.475717995169082,-0.003259573077211285,0.0006114204783486388
2.476342995169082,-0.003259573077211285,0.0009476293652403759
2.476967995169082,-0.002922598565950421,0.0009476293652403759
2.477592995169082,-0.003259573077211592,0.0002752115914562902
2.478217995169082,-0.003933522099733014,-0.001069623956110047
2.478842995169082,-0.003596547588472149,-6.099729543483537e-05
2.479467995169081,-0.003596547588472149,-0.0003972061823264196
2.480092995169082,-0.003596547588472149,-0.0003972061823265725
2.480717995169082,-0.003933522099733014,-0.001069623956110047
2.481342995169082,-0.003933522099733014,-0.0007334150692183095
2.481967995169082,-0.004270496610996329,-0.001069623956114175
2.482592995169082,-0.0096620887911677,-0.01014726390218695
2.483217995169082,-0.004607471122254741,-0.001405832843001784
2.483842995169081,-0.004944445633515451,-0.002078250616784952
2.484467995169082,-0.004270496610993877,-0.0007334150692183095
2.485092995169082,-0.004270496610993877,-0.0007334150692183095
2.485717995169082,-0.004607471122254741,-0.0007334150692183095
2.486342995169082,-0.004270496610993877,-6.099729543498826e-05
2.486967995169082,-0.004270496610993877,-0.0003972061823265725
2.487592995169082,-0.003933522099733014,0.0002752115914569017
2.488217995169081,-0.003259573077211592,0.0009476293652400701
2.488842995169082,-0.006629318189817932,-0.003759295051240885
2.489467995169082,-0.002248649543428694,0.002964882686590798
2.490092995169082,-0.0009007514983852378,0.004645927121049484
2.490717995169081,0.003479917148004001,0.01237873151955592
2.491342995169082,0.004153866170527721,0.01237873151955944
2.491967995169082,-0.003259573077211285,0.0006114204783486388
2.492592995169082,-0.003259573077211285,0.001283838252132113
2.493217995169082,-0.002922598565951034,0.001283838252131196
2.493842995169082,-0.004270496610993877,-0.0007334150692183095
2.494467995169082,-0.004944445633515605,-0.002078250616785258
2.495092995169081,-0.003933522099733473,-0.001069623956110505
2.495717995169082,-0.004270496610993877,-0.001405832843001784
2.496342995169082,-0.003933522099733014,-0.0007334150692183095
2.496967995169082,-0.004944445633515605,-0.002078250616785258
2.497592995169082,-0.005618394656035494,-0.003423086164349454
2.498217995169082,-0.001574700520906966,0.002628673799699061
2.498842995169082,-0.004270496610993877,-0.001742041729893521
2.499467995169081,0.06245045661862683,-0.006785175033267284
2.500092995169082,0.9894673370972938,-0.0003972061823265725
2.500717995169082,0.9928370822099025,-0.001069623956110047
2.501342995169082,0.9945219547662068,-6.099729543483537e-05
2.501967995169082,0.9948589292774676,0.0009476293652405288
2.502592995169082,0.9945219547662068,0.001283838252132113
2.503217995169082,0.9941849802549459,0.001956256025915587
2.503842995169081,0.9928370822099032,0.001283838252132419
2.504467995169082,0.9918261586761192,0.0006114204783477215
2.505092995169082,0.9904782606310765,-0.001405832843001784
2.505717995169082,0.9874454900297287,-0.005776548372594366
2.506342995169081,0.9941849802549428,0.004645927121044745
2.506967995169082,0.9945219547662068,0.005318344894832958
2.507592995169082,1.000587495968902,0.01708565593604375
2.508217995169082,0.9945219547662068,0.006663180442399906
2.508842995169082,0.9908152351423373,0.0009476293652405288
2.509467995169082,0.9908152351423373,0.001283838252132113
2.510092995169082,0.9911522096535982,0.001283838252132113
2.510717995169081,0.9904782606310768,0.0006114204783489445
2.511342995169082,0.9887933880747721,-0.003086877277460469
2.511967995169082,0.9918261586761199,-0.001405832843001784
2.512592995169082,0.9955328782999894,-0.0007334150692183095
2.513217995169082,0.9989026234125972,-0.0003972061823284071
2.513842995169082,0.9968807763450328,-0.004431712825027417
2.514467995169082,1.000587495968902,0.0006114204783486388
2.515092995169081,1.001598419502684,0.002628673799698143
2.515717995169082,0.9975547253675545,-0.004095503938135681
2.516342995169082,0.9978916998788154,-0.003423086164352206
2.516967995169082,0.9992395979238589,-0.001069623956110047
2.517592995169082,0.9995765724351198,-0.0007334150692180038
2.518217995169082,0.9995765724351198,-6.099729543483537e-05
2.518842995169082,0.9992395979238589,-0.0003972061823265725
2.519467995169081,0.9992395979238589,-0.0003972061823265725
2.520092995169082,1.000587495968902,0.001956256025915434
2.520717995169082,1.000250521457641,0.00162004713902385
2.521342995169082,1.000250521457641,0.00162004713902385
2.521967995169081,1.000250521457641,0.00162004713902385
2.522592995169082,1.000250521457641,0.002628673799699061
2.523217995169082,0.9992395979238589,0.001956256025915587
2.523842995169082,0.9972177508562937,0.004309718234157747
2.524467995169082,1.00126144499142,0.01574082038847084
2.525092995169082,0.9921631331873807,0.002628673799699061
2.525717995169082,0.9911522096535982,0.001283838252132113
2.526342995169081,0.9914891841648589,0.001283838252132113
2.526967995169082,0.9904782606310765,-0.0003972061823265725
2.527592995169082,0.9901412861198156,-0.001405832843001784
2.528217995169082,0.9921631331873807,-0.001405832843001784
2.528842995169082,0.993848005743687,-0.001069623956109741
2.529467995169082,0.9982286743900763,-0.0003972061823265725
2.530092995169082,0.9989026234125981,-0.0003972061823265725
2.530717995169081,0.9962068273225123,-0.00577654837259192
2.531342995169082,1.002272368525207,0.003301091573482536
2.531967995169082,1.001598419502685,0.002292464912807324
2.532592995169082,0.9958698528112503,-0.007121383920161314
2.533217995169082,0.9992395979238587,-0.001069623956110199
2.533842995169082,0.9989026234125981,-0.001405832843001784
2.534467995169082,0.9995765724351198,-0.0007334150692183095
2.535092995169081,0.9999135469463805,0.0002752115914564431
2.535717995169082,1.000587495968902,0.0009476293652409875
2.536342995169082,1.000587495968902,0.002292464912807324
2.536967995169082,1.000250521457641,0.00162004713902385
2.537592995169081,1.000250521457641,0.00162004713902385
2.538217995169082,1.000250521457641,0.00162004713902385
2.538842995169082,1.000250521457641,0.001956256025915587
2.539467995169082,0.9989026234125981,0.002628673799699061
2.540092995169082,0.9951959037887309,0.002292464912812217
2.540717995169082,1.000250521457641,0.01305114929334291
2.541342995169082,0.9955328782999894,0.008008015989966855
2.541967995169081,0.9894673370972966,-0.001405832842997503
2.542592995169082,0.9911522096535982,0.0009476293652403759
2.543217995169082,0.991489184164859,0.0009476293652403759
2.543842995169082,0.9908152351423373,-0.0007334150692183095
2.544467995169082,0.9918261586761207,-0.0007334150692181567
2.545092995169082,0.9935110312324242,-0.0003972061823265725
2.545717995169082,0.9955328782999894,0.0002752115914569017
2.546342995169081,0.9989026234125965,-6.099729543468249e-05
2.546967995169082,0.9992395979238589,-6.099729543483537e-05
2.547592995169082,0.9992395979238589,-0.001069623956110047
2.548217995169082,0.9995765724351198,-0.0003972061823265725
2.548842995169082,0.9975547253675537,-0.003759295051245319
2.549467995169082,0.9958698528112503,-0.006785175033269577
2.550092995169082,0.9999135469463806,-0.0003972061823265725
2.550717995169081,0.9992395979238592,-0.001405832843001325
2.551342995169082,0.9999135469463807,-6.099729543452959e-05
2.551967995169082,1.000250521457641,0.0006114204783486388
2.552592995169082,0.9982286743900763,-0.002078250616785258
2.553217995169081,0.9999135469463798,0.0009476293652389998
2.553842995169082,0.9992395979238589,-0.0003972061823265725
2.554467995169082,1.000250521457641,0.001283838252132113
2.555092995169082,0.9999135469463806,0.0006114204783486388
2.555717995169082,0.9968807763450356,-0.003759295051239815
2.556342995169082,1.002946317547728,0.005318344894832958
2.556967995169082,1.002272368525207,0.005318344894832958
2.557592995169081,1.00395724108151,0.01641323816225524
2.558217995169082,0.9962068273225111,0.007671807103075117
2.558842995169082,0.9918261586761199,0.0009476293652403759
2.559467995169082,0.9918261586761199,0.001283838252132113
2.560092995169082,0.9914891841648589,0.0006114204783478743
2.560717995169082,0.9911522096535982,-0.001069623956110047
2.561342995169082,0.9918261586761199,-0.001742041729893521
2.561967995169081,0.9931740567211627,-0.0007334150692187682
2.562592995169082,0.996543801833772,-0.0007334150692183095
2.563217995169082,0.9989026234125981,-0.0003972061823265725
2.563842995169082,0.9972177508562937,-0.004095503938135681
2.564467995169082,1.000250521457642,0.0002752115914579719
2.565092995169082,1.001598419502685,0.002628673799699061
2.565717995169082,0.9978916998788154,-0.004095503938135681
2.566342995169081,0.9978916998788154,-0.003423086164352512
2.566967995169082,0.9992395979238589,-0.001069623956109894
2.567592995169082,0.9992395979238589,-0.0007334150692183095
2.568217995169082,0.9999135469463806,0.0002752115914569017
2.568842995169081,0.9992395979238592,-0.0007334150692178509
2.569467995169082,0.9989026234125981,-0.0007334150692183095
2.570092995169082,0.9999135469463806,0.0009476293652403759
2.570717995169082,0.9992395979238589,-6.099729543483537e-05
2.571342995169082,1.000250521457641,0.001283838252131196
2.571967995169082,0.9989026234125981,-0.0007334150692183095
2.572592995169082,0.9985656489013371,-0.0007334150692183095
2.573217995169081,1.002272368525205,0.004982136007938621
2.573842995169082,1.002609343036467,0.008008015989966855
2.574467995169082,1.002946317547728,0.01708565593604375
2.575092995169082,0.9928370822099025,0.002628673799699061
2.575717995169082,0.99182615867612,0.001283838252132113
2.576342995169082,0.9921631331873807,0.001283838252132113
2.576967995169082,0.9911522096535982,-6.099729543483537e-05
2.577592995169081,0.9911522096535982,-0.001069623956109588
2.578217995169082,0.9921631331873807,-0.001405832843001784
2.578842995169082,0.9935110312324242,-0.001069623956110047
2.579467995169082,0.9978916998788154,-0.0003972061823265725
2.580092995169082,0.9989026234125968,-0.0003972061823291716
2.580717995169082,0.9962068273225111,-0.006112757259486103
2.581342995169082,1.002272368525207,0.003301091573482536
2.581967995169081,1.001935394013946,0.002292464912807783
2.582592995169082,0.9958698528112518,-0.007121383920158714
2.583217995169082,0.9992395979238589,-0.001405832843001784
2.583842995169082,0.9989026234125981,-0.001405832843001784
2.584467995169081,0.9995765724351194,-0.0003972061823270311
2.585092995169082,1.000250521457641,0.0006114204783486388
2.585717995169082,1.000587495968902,0.001283838252132113
2.586342995169082,1.000250521457641,0.001956256025915587
2.586967995169082,0.9995765724351194,0.0006114204783481802
2.587592995169082,0.9989026234125981,-0.0003972061823265725
2.588217995169082,0.9999135469463806,0.001283838252132113
2.588842995169081,0.9962068273225128,-0.004431712825024818
2.589467995169082,0.9999135469463806,0.001283838252132113
2.590092995169082,1.001935394013946,0.004645927121049484
2.590717995169082,1.003283292058989,0.01170631374577596
2.591342995169082,1.000250521457638,0.01372356706712073
2.591967995169082,0.9918261586761199,0.001283838252132113
2.592592995169082,0.9918261586761199,0.001283838252132113
2.593217995169081,0.9921631331873806,0.001620047139023697
2.593842995169082,0.9908152351423373,-0.0007334150692183095
2.594467995169082,0.9911522096535982,-0.001742041729893521
2.595092995169082,0.9931740567211633,-0.001069623956110047
2.595717995169082,0.9945219547662086,-0.001069623956109588
